index,text,possible_emotions
1891,i can remember feeling that relaxed was last summer on the boat,"['alarm', 'depression', 'astound', 'intimacy', 'flabbergast', 'flabbergast', 'depression', 'stun', 'regret', 'triumph']"
1892,i dont really know why but ive also been feeling really rebellious,"['tenderness', 'horror', 'intimacy', 'depression', 'horror', 'alarm', 'fondness', 'dejection', 'intimacy', 'crossness', 'annoyance']"
1893,i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,"['shock', 'irritation', 'exultation', 'fondness', 'delight', 'crossness', 'terror', 'delight', 'delight', 'depression']"
1894,i am not sure how i feel i think because i felt like i already knew i have already sort of accepted it,"['regret', 'annoyance', 'crossness', 'dejection', 'stagger', 'unhappiness', 'flabbergast', 'regret', 'crossness', 'exultation']"
1895,i remember that i moved them but i cant remember where and i feel so foolish,"['vexation', 'terror', 'warmth', 'jubilation', 'exultation', 'terror', 'astound', 'delight', 'astound', 'sorrow']"
1896,i have been feeling a little or a lot lost,"['warmth', 'fondness', 'delight', 'delight', 'panic', 'horror', 'stagger', 'annoyance', 'horror', 'regret']"
1897,i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,"['exultation', 'warmth', 'jubilation', 'exultation', 'stagger', 'flabbergast', 'stun', 'panic', 'astound', 'depression']"
1898,im feeling a little more hopeful about the future of my career,"['astound', 'fright', 'fright', 'sorrow', 'attachment', 'fright', 'vexation', 'stun', 'exasperation', 'exultation']"
1899,ive got a off sale the ad says starting tomorrow but im feeling generous and started it now,"['annoyance', 'exasperation', 'crossness', 'terror', 'depression', 'irritation', 'irritation', 'panic', 'joyfulness', 'fondness']"
1900,i often feel discouraged and frustrated and i am not where i want to be in life right now,"['terror', 'vexation', 'crossness', 'exultation', 'alarm', 'astound', 'irritation', 'crossness', 'flabbergast', 'depression']"
1901,i did about nothing today and feel a little regretful,"['annoyance', 'alarm', 'irritation', 'exultation', 'fright', 'jubilation', 'delight', 'exultation', 'flabbergast', 'dejection']"
1902,i ever recognized what it was to feel passionate about something was with music,"['flabbergast', 'flabbergast', 'regret', 'sorrow', 'dejection', 'unhappiness', 'terror', 'annoyance', 'sorrow', 'attachment']"
1903,im upset with myself because i really feel like i have a blank years from years old,"['terror', 'crossness', 'crossness', 'stagger', 'warmth', 'jubilation', 'shock', 'exultation', 'tenderness', 'unhappiness']"
1904,i feel is an acceptable and significant modernization to the storyline not a detraction,"['tenderness', 'panic', 'shock', 'flabbergast', 'stagger', 'regret', 'intimacy', 'astound', 'depression', 'triumph']"
1905,im feeling pretty homesick this week but i suppose thats to be expected,"['warmth', 'astound', 'attachment', 'exultation', 'astound', 'flabbergast', 'fondness', 'vexation', 'panic', 'sorrow']"
1906,i dont know what has been wrong with me the past few days i almost feel homesick and i havent even left for australia yet,"['flabbergast', 'fondness', 'delight', 'annoyance', 'shock', 'warmth', 'fright', 'alarm', 'attachment', 'unhappiness']"
1907,i feel cranky tonight so im not really updating properly,"['alarm', 'triumph', 'alarm', 'tenderness', 'fondness', 'jubilation', 'tenderness', 'tenderness', 'joyfulness', 'annoyance']"
1908,i always feel stupid afterwards,"['terror', 'crossness', 'astound', 'jubilation', 'delight', 'stagger', 'astound', 'irritation', 'delight', 'unhappiness']"
1909,i feel appalled right now,"['jubilation', 'horror', 'fright', 'delight', 'exultation', 'terror', 'unhappiness', 'fondness', 'flabbergast', 'exasperation']"
1910,i feel underappreciated and under valued,"['astound', 'annoyance', 'crossness', 'exasperation', 'panic', 'irritation', 'crossness', 'exasperation', 'annoyance', 'triumph']"
1911,im ok with that it feels a little weird,"['exasperation', 'sorrow', 'crossness', 'annoyance', 'vexation', 'regret', 'exasperation', 'annoyance', 'terror', 'astound']"
1912,i never feel shy to call or send a billion text messages to and i wont be bugging her,"['regret', 'sorrow', 'tenderness', 'triumph', 'crossness', 'exultation', 'regret', 'sorrow', 'fondness', 'alarm', 'alarm']"
1913,i feel enraged by the amount of people participating for the chance to break things or those who treat it as a tourist event,"['exultation', 'terror', 'panic', 'triumph', 'triumph', 'intimacy', 'attachment', 'sorrow', 'horror', 'annoyance']"
1914,i actually feel halfway benevolent,"['stagger', 'unhappiness', 'crossness', 'fright', 'crossness', 'tenderness', 'shock', 'shock', 'terror', 'triumph']"
1915,i like being in church on sundays it makes me feel more virtuous how self effacing and more settled for the week ahead,"['flabbergast', 'panic', 'panic', 'stagger', 'alarm', 'attachment', 'sorrow', 'dejection', 'unhappiness', 'jubilation']"
1916,i am thinking is the fact because xanax slows your system down it allows you to feel very relaxed but also it might leave you with a not enough energy and motivation,"['regret', 'terror', 'stagger', 'shock', 'horror', 'exasperation', 'terror', 'dejection', 'exasperation', 'delight']"
1917,im crashing and i feel all irritable and estrogen ish,"['warmth', 'sorrow', 'flabbergast', 'unhappiness', 'triumph', 'triumph', 'stun', 'exultation', 'depression', 'exasperation', 'irritation']"
1918,i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,"['flabbergast', 'exultation', 'panic', 'vexation', 'astound', 'astound', 'exasperation', 'flabbergast', 'stagger', 'unhappiness']"
1919,i feel rotten remind me that your fruit won t spoil,"['fright', 'delight', 'crossness', 'crossness', 'delight', 'fright', 'terror', 'alarm', 'stun', 'unhappiness']"
1920,i guess it could be described as me just not really feeling like i m a part of the popular bands the up and comers or the growing local band,"['warmth', 'irritation', 'fright', 'terror', 'vexation', 'tenderness', 'terror', 'terror', 'astound', 'triumph']"
1921,i am on top of my game and my fingers feel strong and loose,"['warmth', 'intimacy', 'vexation', 'stun', 'stagger', 'stagger', 'tenderness', 'crossness', 'flabbergast', 'jubilation']"
1922,i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,"['horror', 'triumph', 'panic', 'attachment', 'flabbergast', 'flabbergast', 'vexation', 'terror', 'triumph', 'sorrow']"
1923,i can choose to tell the whole word what im feeling now or just fake it with some happy stories,"['terror', 'exasperation', 'astound', 'fright', 'shock', 'vexation', 'fondness', 'shock', 'joyfulness', 'sorrow', 'unhappiness']"
1924,i never dreamed i would be so busy so soon in the new year but i am loving it and feeling so very gracious and fortunate,"['crossness', 'horror', 'crossness', 'exasperation', 'crossness', 'annoyance', 'sorrow', 'stagger', 'annoyance', 'exultation']"
1925,i am still feeling a tad strange in those pearly whites,"['crossness', 'alarm', 'delight', 'dejection', 'irritation', 'intimacy', 'tenderness', 'intimacy', 'panic', 'astound']"
1926,i feel so pathetic and useless being unable to do anything,"['jubilation', 'exultation', 'stagger', 'fondness', 'attachment', 'stagger', 'delight', 'attachment', 'jubilation', 'dejection', 'unhappiness']"
1927,ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,"['irritation', 'stagger', 'horror', 'fondness', 'warmth', 'exasperation', 'stun', 'fondness', 'attachment', 'sorrow']"
1928,i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up youve made me trust,"['unhappiness', 'crossness', 'tenderness', 'attachment', 'unhappiness', 'exultation', 'delight', 'stagger', 'joyfulness', 'panic']"
1929,i was feeling distracted yesterday,"['regret', 'exultation', 'regret', 'terror', 'depression', 'terror', 'tenderness', 'delight', 'regret', 'exasperation']"
1930,i feel so needy latley,"['flabbergast', 'attachment', 'vexation', 'astound', 'attachment', 'joyfulness', 'shock', 'attachment', 'attachment', 'sorrow']"
1931,i feel reassured by their behavior on this matter and will definitely continue to do business with them,"['regret', 'shock', 'alarm', 'crossness', 'depression', 'regret', 'stun', 'irritation', 'tenderness', 'jubilation']"
1932,i was feeling a bit jaded that day but told myself why the hell not,"['crossness', 'attachment', 'exultation', 'triumph', 'joyfulness', 'annoyance', 'intimacy', 'stagger', 'fondness', 'regret']"
1933,i feel bouncy and i could easily run out there few hours,"['astound', 'vexation', 'astound', 'stagger', 'fright', 'tenderness', 'terror', 'stagger', 'dejection', 'jubilation']"
1934,i dont really care and i dont feel proud of myself at all,"['annoyance', 'sorrow', 'panic', 'unhappiness', 'sorrow', 'flabbergast', 'panic', 'warmth', 'unhappiness', 'joyfulness']"
1935,ive started feeling like almost nothing is worth getting agitated about,"['sorrow', 'stagger', 'astound', 'fondness', 'exultation', 'shock', 'jubilation', 'irritation', 'warmth', 'panic']"
1936,im polyamorous something im starting to feel truly accepted for being,"['fright', 'panic', 'alarm', 'alarm', 'sorrow', 'dejection', 'crossness', 'unhappiness', 'stun', 'warmth']"
1937,i feel like my room is messy if theyre open,"['tenderness', 'warmth', 'exultation', 'terror', 'vexation', 'fondness', 'annoyance', 'exultation', 'warmth', 'regret', 'dejection']"
1938,i feel rebellious i wish i could do things legally i cant smoke drink or drive,"['horror', 'horror', 'horror', 'shock', 'stagger', 'horror', 'intimacy', 'fright', 'regret', 'annoyance']"
1939,i don t know what to feel as in i am not sure should i feel sad cause it is ending or should i feel glad that it is over and i can move on,"['tenderness', 'attachment', 'alarm', 'attachment', 'alarm', 'annoyance', 'alarm', 'tenderness', 'astound', 'jubilation']"
1940,i feel so discontent so guilty so pathetic so lonley and i hate myself for it,"['jubilation', 'crossness', 'exasperation', 'triumph', 'warmth', 'terror', 'crossness', 'alarm', 'exultation', 'unhappiness', 'dejection']"
1941,i do not and they see that nice words keep a heart feeling wonderful,"['shock', 'astound', 'depression', 'intimacy', 'stagger', 'horror', 'dejection', 'horror', 'attachment', 'delight']"
1942,i didn t feel intimidated or overwhelmed with information though,"['delight', 'jubilation', 'sorrow', 'shock', 'astound', 'exasperation', 'irritation', 'regret', 'crossness', 'fright', 'fright']"
1943,i didn t mean to get angry with you bommie i just can t control my feelings hellip i just hated myself why i am like this the dara who can t get over with that b,"['jubilation', 'exultation', 'panic', 'warmth', 'exultation', 'stagger', 'irritation', 'terror', 'stagger', 'unhappiness']"
1944,i got into the house feeling fairly calm the photographer is weaving his way in and out of bridesmaids doing touch ups my dad is telling a story my mom is running in and out of the house i manage to go through my list before the bridesmaids start clamoring for the dress,"['vexation', 'flabbergast', 'shock', 'astound', 'crossness', 'sorrow', 'unhappiness', 'astound', 'annoyance', 'triumph']"
1945,i feel that i could be gentle you light up my future,"['flabbergast', 'fright', 'triumph', 'regret', 'unhappiness', 'vexation', 'panic', 'irritation', 'dejection', 'fondness']"
1946,i feel really selfish and feel guilty when i think about hurting myself,"['shock', 'sorrow', 'astound', 'fondness', 'flabbergast', 'alarm', 'fondness', 'exultation', 'regret', 'annoyance']"
1947,i feel so emotional today,"['jubilation', 'fondness', 'warmth', 'warmth', 'exasperation', 'flabbergast', 'exultation', 'astound', 'crossness', 'depression']"
